plant_id,plant_name,country,year,co2_emissions_tons,co2_captured_tons,energy_consumption_kwh,renewable_energy_percentage,revenue_usd,expenses_usd,biodiversity_impact_score,ecosystem_impact_area_ha,species_impacted,reforestation_area_ha,compliance_score,audit_count,women_in_leadership_percentage,investment_social_programs_usd,risk_category,risk_description,mitigation_plan,future_emission_projection_tons,paris_agreement_alignment_score
8c9e8888,Rhodes Ltd,Palestinian Territory,2022,3353.94,650.54,361727.48,84.86,10972817.43,15639919.34,8.24,22.2,33,48.54,80.83,5,44.83,168965.11,Medium,Between everybody magazine situation many leg.,Go service high improve paper long computer executive.,4341.05,82.92
358e43da,Parks and Sons,Spain,2019,4375.01,146.29,2715359.84,83.28,32995924.32,10592532.39,1.36,10.48,25,46.3,78.56,2,46.63,121281.7,Low,Describe audience allow our opportunity customer.,Song television return behind stop.,1240.74,31.78
9132301d,"Young, Grant and Compton",Moldova,2020,3705.17,752.51,4871533.76,63.67,16404151.78,10964575.29,7.56,19.03,29,65.87,77.07,1,15.45,128207.61,High,Approach so so box event.,Well surface fish stock particularly threat.,945.87,48.73
d8212329,Booth and Sons,Barbados,2022,2104.21,406.26,882432.99,39.26,34046973.18,15022481.81,1.76,4.43,22,73.26,99.84,1,12.15,420748.09,Medium,College job only cut.,Speak rather shoulder speak find message safe.,4645.82,59.61
57462acc,Glover-Davidson,Sierra Leone,2015,2875.61,424.82,3485926.7,86.02,46523394.56,17508204.45,9.85,25.16,35,20.8,83.68,1,34.32,394071.35,Low,Outside cell against home.,Same imagine rule meet woman arm tough.,4639.98,72.11
a364860c,Fischer-Harris,South Africa,2017,621.41,106.61,463901.81,10.72,13487730.07,1817242.56,9.85,4.66,26,81.03,77.53,5,19.84,243309.89,High,Thousand summer lay simply.,House sort on yard fill trade dark center.,1557.4,39.01
903e2fe1,"Sampson, Jones and Mitchell",Jordan,2021,2382.61,638.01,300983.33,18.2,36247663.25,14686524.08,3.77,77.14,27,98.86,70.39,5,20.21,95337.64,Medium,Source one more go young.,Eye environment paper gas surface another state.,512.41,58.25
fd280a02,Sexton LLC,Italy,2017,4063.13,667.61,781480.96,17.69,33463769.06,14202629.55,2.18,27.3,33,16.91,84.59,5,44.06,41204.07,Medium,World keep find couple learn.,Discuss big citizen offer girl.,2033.75,79.48
83e610b6,Eaton Inc,Mauritius,2017,2363.78,848.1,1774439.99,30.4,40954405.79,7997779.47,9.38,59.89,12,11.07,75.79,2,13.33,232091.72,Low,Sea stop operation pull.,At whose view technology east another.,2119.98,83.89
403dae9f,Williams-Serrano,Cyprus,2019,1501.55,555.28,4896987.32,33.19,2163644.05,19483885.09,5.86,28.93,29,73.82,82.81,2,28.88,71437.7,Low,Lose professional them.,Simply interest perhaps shake us news.,1385.0,23.22
f70b69ae,Gonzalez Ltd,Tanzania,2016,4825.58,324.84,4021425.62,22.81,7058636.92,6269073.0,7.33,33.45,34,39.77,87.93,5,28.65,365975.01,Low,Choice hour decide weight none.,Religious child building trade next.,4109.71,95.52
5c98620c,Lewis Inc,Kuwait,2019,1618.97,127.45,2942169.2,84.91,28690243.65,6208595.52,7.21,90.53,35,43.32,71.71,5,23.85,376913.54,High,After everyone wind.,Despite prevent especially class way.,2760.11,86.4
7ba5a76c,"Sanders, Leonard and Henry",Estonia,2019,3339.46,276.41,2401642.09,22.16,15188566.41,8161500.64,7.27,71.91,23,29.11,77.86,1,46.0,303076.41,Medium,Memory myself evidence career agreement both nation into.,Official doctor life indicate activity modern dog.,901.01,17.07
cdd3f971,"Sampson, Horton and Rodriguez",Andorra,2021,4265.64,769.95,2241523.52,61.57,10225406.39,3921366.54,7.02,36.16,9,52.13,90.64,5,18.34,122765.69,High,Break tonight quality sit today.,Ability film everyone might real thank.,3345.91,14.53
9926b99b,"Bailey, Robertson and Harper",Isle of Man,2023,3160.5,978.14,3887749.75,82.14,24093052.23,17873340.81,5.53,41.6,0,91.19,98.66,3,22.37,192050.31,Medium,Meet discuss reach board need investment.,Fire million cell law structure where.,677.73,39.82
1381a741,Garcia-Cortez,French Southern Territories,2017,1935.76,629.06,1665313.05,43.9,14843182.06,15748329.63,1.9,10.4,45,76.84,87.8,2,18.81,56841.58,Low,Special theory put loss pattern sense stuff.,Memory feel upon news education ever reduce.,3275.35,71.25
7f7e03cc,King-Fuller,Venezuela,2016,1077.92,474.68,4783430.37,25.85,46321728.21,12369519.49,6.79,32.18,15,54.62,83.47,1,47.16,407401.73,Medium,Again himself administration church travel enjoy team more.,American cut my could individual difficult yeah.,3713.18,49.56
b7c78415,"Cline, King and Owens",Zambia,2020,1878.6,383.22,1871174.71,95.43,40566548.04,14516025.84,6.25,60.19,49,87.89,89.54,2,46.74,388398.57,Low,Study occur else form three.,Woman consumer responsibility quickly.,1646.55,80.2
c0736084,"Schwartz, Holmes and Day",Jersey,2020,1548.37,726.51,3118465.62,86.44,7944248.82,3374600.96,3.1,10.15,48,92.18,72.68,1,17.91,157968.92,High,Stand figure north research soon land.,Affect street second month security box protect professional.,3286.17,61.02
abd52c27,Madden Ltd,Holy See (Vatican City State),2017,2109.42,581.25,2385871.05,24.87,41922166.48,8434487.1,1.62,79.16,34,76.84,97.79,2,28.31,296150.01,Low,Long west indicate south.,It any energy.,3190.33,14.41
fa7c7589,Williams-Mccall,Japan,2018,758.23,954.58,1398451.25,38.17,27148870.99,17093650.76,2.42,7.8,49,67.32,80.63,5,29.41,434258.88,High,Drug wish source doctor.,See check over learn game.,653.7,94.75
b44c52ee,Owens Inc,Lao People's Democratic Republic,2018,783.61,623.73,1197174.42,81.26,18264756.14,15020418.28,7.06,31.65,37,84.95,89.93,2,35.59,385462.0,High,Easy car very sit.,Front stay investment throw popular significant blood.,2310.14,72.73
7df5ebbf,"Avery, Lee and Obrien",Cote d'Ivoire,2023,2090.91,594.21,4111195.26,50.0,2598375.58,10507036.04,4.62,5.15,0,13.84,71.53,1,18.84,335464.9,Low,Final prepare degree side.,Think ahead television group officer film.,3752.5,66.57
1998edd3,Jones PLC,Poland,2021,2967.85,744.92,987113.9,95.99,20303300.33,9259364.57,1.11,69.42,11,23.3,75.05,5,38.58,378654.55,High,Near each other training.,Huge make born machine miss.,1937.57,36.87
9430ee0b,Taylor Inc,Maldives,2019,4877.09,278.1,1015328.8,22.66,20122326.41,5794455.5,7.71,4.06,46,44.22,97.28,1,36.1,314647.51,Low,Manager political source benefit almost history speak.,Time reflect our nearly reason.,3331.31,20.26
3b8626fa,"Larsen, Jackson and Sullivan",Congo,2019,681.91,383.22,531707.78,40.8,4728154.79,16306609.48,2.67,94.63,45,35.29,99.73,3,15.58,417788.34,Low,Impact hand court building letter suffer.,Billion sort draw explain.,2315.53,43.85
ae68e985,Parsons and Sons,Australia,2019,3770.28,250.79,529350.51,78.42,10543177.71,12568258.28,3.31,66.11,8,56.35,92.24,1,10.4,108580.33,Low,Resource more morning bill return his.,Decide later owner education.,3041.98,97.72
8e20affb,Hernandez PLC,Germany,2019,1177.95,77.46,4096904.02,43.91,18909289.43,14831032.91,8.98,92.79,18,6.89,92.21,3,26.67,110505.53,Low,Service hand drug lot new body project.,Agency place table nature wrong line design.,2940.01,14.39
e08c8348,"Chung, Garcia and Hall",British Virgin Islands,2018,4611.78,129.11,2888986.14,23.7,27627130.65,12674626.1,1.15,38.85,45,80.29,72.03,1,19.38,389322.73,Medium,Brother develop writer enter owner rule coach.,Federal list during.,621.33,1.54
6d4134fb,Trujillo Group,El Salvador,2018,1464.52,665.43,2872151.14,11.45,30823434.24,6325734.88,5.21,27.78,28,9.38,73.55,5,40.58,195672.5,High,Even table accept half doctor with rule front.,Sign gas entire there.,3505.91,86.83
f2fc9854,Griffith-Allen,Panama,2021,4069.07,981.75,4287751.57,51.16,32692905.74,4237366.65,3.43,80.91,27,92.88,96.21,2,47.26,26663.84,Low,Mr remember argue feeling back big.,Better market himself case instead.,2161.4,44.49
f2a5198d,"Cobb, Valenzuela and Osborne",Armenia,2016,945.62,318.47,2285875.38,12.86,22861535.96,3536748.93,2.57,22.67,23,25.45,95.35,5,43.89,148890.65,Medium,Left soon able realize from together wind.,Garden prepare into letter dream first arm.,2632.9,88.71
4149aa15,White-Williams,Mayotte,2021,3968.0,240.59,4907790.8,34.49,38160535.29,13582140.24,2.3,61.49,44,92.95,90.69,2,37.63,293376.48,High,Cultural chance simple himself state ground her.,Because game kid I against everyone walk.,4705.52,70.22
2384786b,Padilla-Martinez,Haiti,2023,4749.13,171.62,2655544.67,61.74,32867725.59,18712195.5,5.95,71.3,46,92.63,96.6,4,13.22,497726.03,Medium,Check third thus house own course change.,Front by require establish reflect.,3978.55,41.99
b2db0d53,"Jones, Buchanan and Sanders",Palestinian Territory,2019,4800.83,288.33,1811192.59,31.38,17541473.35,1851902.78,5.84,71.91,38,70.33,80.86,4,26.4,121960.94,Low,Look skill blue serious industry citizen.,Military public enjoy difference technology new boy.,2653.12,23.41
dc3015a3,Santiago Ltd,Iceland,2022,1760.73,105.97,175259.6,56.91,28910052.44,6437376.43,9.85,37.31,49,57.66,71.12,2,30.94,225543.45,Medium,Poor if every plan usually.,Season store son majority.,1766.73,2.9
efab4d83,"Estrada, Allen and Ho",United States Minor Outlying Islands,2020,3606.2,370.79,864743.94,14.44,22395025.35,1414461.08,2.09,82.46,8,53.98,97.5,5,13.33,452652.36,Medium,Little close example catch.,Character kid behavior weight.,3771.25,9.28
d6412446,"Stanton, Herrera and Daniels",Greece,2015,628.02,517.93,2647287.71,35.7,4090251.75,10001233.83,9.71,78.14,10,57.4,94.37,1,44.09,404809.6,Medium,Box raise herself.,Work so reduce church standard information image.,3610.99,83.56
7b6203b5,"Herrera, Hunt and Gilbert",New Caledonia,2020,988.3,900.59,443156.56,45.06,5505139.38,16288305.41,1.11,14.05,35,75.55,97.14,5,14.48,463680.79,High,Wide notice produce little within try.,Four skin successful if.,1856.32,72.95
1dda3e9a,Roberts-Harper,Reunion,2018,1712.84,187.98,261723.13,11.09,2163509.98,11195766.55,8.16,77.18,22,66.64,85.33,3,45.26,218375.57,Low,Economic her until impact ahead rise stop.,Fine drive billion although city begin must stage.,3012.67,42.32
c3200d9e,"Ramirez, Wiley and Smith",Comoros,2016,4936.55,263.18,2373780.88,92.34,48800953.67,3778792.13,5.07,89.68,23,16.09,70.21,2,40.0,125673.38,High,When middle want even movement.,Guess show song tax explain nearly week.,2942.51,79.68
150456f0,Moore-Moyer,Brazil,2023,2317.38,105.54,2778701.09,91.41,36398617.0,9366145.22,3.86,44.02,36,87.18,77.06,5,49.34,252604.52,Medium,Set sport sure hotel effect why worker.,Management fast resource dream note factor future.,2563.44,87.24
73ccc8a6,"White, Rodriguez and Klein",Suriname,2019,2455.67,961.39,920901.55,92.56,42391167.12,10033351.22,5.84,83.01,40,14.52,74.04,4,34.83,419127.41,Low,Speak present avoid deep hotel every.,Many avoid camera easy.,2645.45,42.78
3e9f1bd4,"Rivera, Pierce and Brown",Barbados,2019,3564.03,423.21,899298.34,28.17,27934160.61,3994202.34,3.51,97.75,25,17.6,87.81,2,11.6,141040.88,Medium,Including young house.,Agreement training specific serve fire.,3501.67,27.57
89c79be4,"Mejia, Hernandez and Ponce",Liechtenstein,2018,1209.26,133.33,4217533.04,26.63,11115030.4,16919835.86,8.0,96.31,50,86.54,84.21,5,25.45,132157.87,Low,Move method indicate machine strategy happy.,War style necessary break business happy.,3992.84,64.01
4a662abb,"Simmons, Haynes and Young",Croatia,2018,4172.47,317.93,1547452.0,46.32,17063620.8,646722.62,5.5,84.68,40,92.25,74.2,4,34.72,320695.27,Low,Start everyone again require entire.,Leg theory newspaper.,1381.16,20.56
2f7dd6c7,Thomas PLC,United Kingdom,2021,3563.45,184.8,1543102.29,99.71,46460823.7,10688558.65,1.74,53.56,0,97.63,72.36,5,11.54,269639.44,Low,Firm paper always.,Result tax speak major foreign big.,1453.97,90.93
c392307e,"Dominguez, Massey and Reid",Iceland,2022,4243.45,200.41,2348099.68,53.71,31119734.09,11231514.35,4.07,49.28,37,54.22,70.9,4,44.46,277076.74,Low,Fall do field light road rest prove.,Project long list present audience trade.,4635.89,79.46
54e24e99,Davis-Flores,Cote d'Ivoire,2022,3026.64,987.13,2954038.62,62.77,49221932.32,13767504.59,7.25,44.18,27,9.37,82.52,3,19.49,165668.65,Low,Year career community yet rule.,Special night and trouble each.,4544.5,73.37
122ee9ee,"Hudson, Foster and Lin",Malawi,2018,2358.1,710.09,735578.51,40.19,7230680.33,7317408.55,3.63,31.4,46,82.42,92.65,5,29.46,59623.42,Medium,Yes gun every pattern skin vote a.,Edge beat friend hotel court new.,3975.21,11.88
65d0e3f8,Williams Inc,Paraguay,2015,844.79,904.6,4711305.3,80.94,17702122.92,3088479.04,2.4,77.22,9,64.94,71.0,4,38.82,426793.09,High,Than oil turn him business.,Citizen theory though involve.,4436.24,8.28
52597e17,Hammond-Reyes,Mauritania,2016,4768.45,313.54,1077088.48,88.13,31550361.0,2549415.75,8.21,63.88,4,90.16,77.87,2,16.07,452950.1,Medium,Run near five local tree.,Interest face blue weight purpose.,2126.42,81.53
65acbb43,Richardson-Henry,Qatar,2022,4580.76,483.73,4095304.78,78.57,33407015.53,7168484.57,2.33,86.88,17,42.7,82.13,2,11.8,456004.65,High,Threat clearly public owner.,Prepare gun little whatever consumer cell.,1589.61,91.86
56eeb126,"Arnold, Small and Martinez",Canada,2019,507.78,878.21,2478153.95,42.53,14834174.31,8717140.76,8.34,33.66,18,56.22,70.2,4,25.45,433703.03,Medium,Everyone participant right commercial my hospital agree.,Reveal half us from capital rise.,615.08,84.17
a32e6b51,Conley-Howard,Benin,2016,1129.76,951.79,3157238.04,56.2,35776824.58,11198086.92,8.11,47.37,42,95.44,96.37,2,43.1,55473.4,Medium,Dinner its measure professional.,Activity benefit pick.,1159.69,24.03
2e1d709d,Francis-Acosta,Cape Verde,2018,4093.3,336.35,3411798.38,44.11,36168574.99,13998853.4,7.0,54.83,32,29.44,82.87,5,38.09,71713.6,High,For clearly teacher her.,Article several enough medical doctor give face set.,1595.83,42.02
7be35c10,"Bass, Cooper and Orozco",Algeria,2022,1549.18,640.69,262301.03,83.39,38661240.93,9448062.5,5.52,44.93,3,67.17,78.71,4,40.83,305182.71,High,Find green town improve what.,Behind talk build accept later.,2797.23,75.13
01d96288,Ramirez-Jacobs,Seychelles,2016,2843.38,538.39,1765760.67,59.29,28614258.62,15286802.66,9.7,78.57,19,18.54,97.78,3,33.45,223241.02,Medium,Large fine level white PM.,Expect range view sister claim never dream half.,4252.64,46.66
dd1436e0,King-Jackson,Tuvalu,2023,4413.72,696.61,4974696.89,89.17,4245881.98,14695957.48,7.91,10.89,30,82.09,82.23,1,45.18,409422.55,Low,Computer hard heavy.,Fact trade keep trial work.,4693.24,47.99
f1c73b13,"Rowland, Reed and Nunez",Armenia,2022,531.3,67.34,3598273.49,71.92,11709802.94,6431125.6,2.27,10.88,20,55.54,97.97,3,37.07,442260.21,Low,Camera large art street enter.,Majority two wall upon finish positive.,2653.18,22.43
7d5d248a,Rivera and Sons,Tonga,2015,1809.68,576.51,4168389.85,68.49,35985266.27,5265311.87,6.09,78.27,31,82.24,89.24,5,19.06,172477.05,High,Require fill party issue be standard money.,Owner show pay computer easy knowledge attack.,4775.22,57.23
1a92affa,Butler Group,Cambodia,2019,2915.14,373.2,4588817.1,29.4,36908816.18,18478010.0,1.71,90.09,30,1.0,95.53,4,13.12,346412.09,Medium,Center style by get discussion ball their.,Number second administration truth close husband.,2059.83,64.61
fbf9d61b,Hoffman-Jones,Belarus,2016,3101.53,834.64,2003049.46,79.34,26079608.87,4546084.92,7.71,60.6,44,68.12,71.13,4,33.57,257912.59,Medium,Manage leader address rather compare.,Couple exactly teach.,3682.57,64.73
9f103b98,Wade Group,Serbia,2017,4993.77,542.42,4274156.69,68.34,17010222.44,7153760.5,2.57,61.62,28,66.91,70.29,1,40.51,492061.86,Low,Hand course low through.,Economic inside ground.,2188.93,68.15
598ff546,Humphrey-Quinn,Russian Federation,2020,2061.05,138.89,3904612.89,86.5,12378113.78,6681261.87,9.35,56.87,15,19.58,91.42,2,29.23,471874.41,Medium,Focus PM water rule.,Goal mean rock owner get manager evening.,4368.39,17.04
6e7d345f,Burns-Vaughn,Austria,2015,2105.48,360.18,3806216.26,60.68,23660759.77,10040364.9,3.74,92.05,17,6.83,85.4,1,21.46,64964.52,Medium,Book become light phone often each.,Above expect special act animal.,1270.75,9.94
608ebeaa,Cook-Sullivan,Tokelau,2020,4332.35,553.89,2573245.45,43.66,26290574.12,12084688.39,2.02,95.6,28,49.27,93.39,4,41.66,337424.11,Medium,Agent gun door future grow begin.,Simple his general important unit somebody.,1552.91,67.96
a8fbe205,"Knight, Peterson and Hopkins",Ethiopia,2015,1368.56,426.56,2791847.82,48.85,44993970.18,11686946.86,4.99,37.43,10,58.44,94.22,5,18.02,230956.74,Medium,Process from trouble voice course current.,Garden ago law firm drug specific wide.,1939.11,14.78
f1689e1b,"Weiss, Goodman and Tapia",Cayman Islands,2016,3853.96,529.69,1112848.83,24.69,14185337.94,14846969.5,3.09,10.66,13,27.16,97.49,3,35.68,304046.31,Low,Old price popular business.,Heart director interview simply indeed thing.,723.01,51.77
03740d5b,Phelps-Spencer,Namibia,2019,2774.94,73.16,3865704.2,27.46,29823132.89,7788139.86,3.05,67.65,3,76.59,84.32,3,18.76,90920.69,Medium,Order money site theory something continue but.,Return step through.,1500.62,1.44
14e0db93,Rodriguez-Clarke,Wallis and Futuna,2015,2553.9,536.69,4862305.57,75.45,13870035.95,5361241.41,8.62,59.61,41,16.06,97.13,1,47.52,318615.47,Medium,Well fall under more reflect red.,News hour Congress detail.,1243.68,0.96
e6511faf,"Jackson, Ingram and Lewis",San Marino,2017,4939.8,811.42,4834916.09,82.02,19755137.24,9514772.51,1.83,75.43,10,83.39,77.08,1,23.43,106903.19,Medium,International political their resource.,Wish population station imagine market a.,1112.16,79.81
bb731471,Murphy LLC,Romania,2021,3513.72,132.51,1287364.35,95.65,11490483.53,18568037.53,7.09,24.1,44,59.09,88.05,3,23.63,372547.01,Low,Professional person point four sort weight.,Free long current build receive trouble.,533.16,2.48
4426c4c7,"Shields, Owens and Jenkins",Turkey,2018,3204.7,717.92,2506861.95,74.25,9904910.4,16912071.46,5.37,43.31,39,26.71,72.65,1,36.87,171906.12,High,Compare hope cell ahead central case.,Huge either building trip.,492.82,14.78
2c3880c4,Glenn Inc,Pakistan,2015,1722.47,614.67,2096538.13,10.62,40957934.93,18058270.62,2.03,40.84,9,64.16,87.67,3,14.74,469096.04,Medium,After realize since during.,Finish ago forward difference control to moment.,4285.99,34.77
bb51fe88,"Murphy, Sandoval and Petersen",Guyana,2020,595.03,662.22,1231507.33,55.5,28151732.03,9942170.16,1.11,74.68,15,98.62,90.93,5,49.26,398340.31,Medium,Through whom condition take radio hold instead nation.,Better why watch whatever campaign hospital keep improve.,4678.3,39.16
614c6132,Phillips Group,Bahrain,2017,2023.98,773.18,1014538.19,47.88,24694929.16,5773725.88,9.23,40.44,10,59.6,76.61,5,44.83,280564.98,Medium,Son pay know hospital someone.,How American prepare design.,3797.31,52.94
e05dc770,"Smith, Allen and Nunez",Gibraltar,2020,1129.27,152.33,3066564.62,97.01,19860036.63,13209889.58,6.87,8.42,27,27.12,70.1,5,33.15,366760.02,Medium,Blood look wife reflect natural test.,Where staff imagine although.,4543.32,68.55
017ae18f,Moore Ltd,Dominica,2015,1119.77,769.54,4836179.38,23.06,36095409.23,7731069.47,4.78,52.63,14,99.12,76.58,4,43.0,328895.82,High,Brother public area a sign.,Themselves say PM key.,1332.61,56.93
343473d6,Perez-Li,Saint Vincent and the Grenadines,2017,2777.57,260.49,404797.48,97.02,1632864.63,893405.65,7.28,54.2,18,98.58,85.12,3,17.15,185748.26,High,Civil last view.,World research seven thank thus tend so.,1565.98,68.36
bc601c1a,"Hunter, Hinton and Chan",Mauritania,2017,4271.81,863.76,3556898.55,54.27,26433426.15,13249213.33,4.36,27.26,29,11.35,84.87,1,35.29,105764.68,Medium,Democrat bank civil base wonder image.,Manage listen can consumer.,4718.08,82.48
eabe38a9,Holmes-Glass,Maldives,2021,4744.53,55.19,2339101.25,46.77,16315416.29,14984951.73,4.11,36.96,19,37.8,95.94,1,29.04,372172.45,Low,We north front green Mrs account however keep.,Establish leg once.,3429.78,33.03
871960b9,"Price, Crawford and Williams",South Georgia and the South Sandwich Islands,2018,1110.77,424.54,562229.53,67.61,39830222.17,3353878.5,5.43,64.06,30,55.04,87.83,5,32.01,203801.8,Medium,Develop start anyone key write kind.,Plan pick camera bill certainly far mission.,3601.87,51.6
376fa75c,"Taylor, Cox and Clark",El Salvador,2020,812.16,624.68,1362235.53,37.48,11239486.69,5351917.34,7.65,67.97,31,37.87,99.65,1,12.07,97937.0,High,Others line kitchen yet.,Every move only decision oil.,868.02,19.16
e332d1b7,"Reeves, Chan and Davenport",Bosnia and Herzegovina,2019,4353.1,604.31,1961274.17,37.56,11427958.62,19747142.77,2.91,30.14,14,72.92,74.04,4,28.01,388662.56,High,Upon sell interview business seat along why.,Various fight choose big.,2623.97,48.06
67a1b1e6,Wallace Inc,Brunei Darussalam,2021,1283.77,893.17,423524.7,25.05,3342237.47,19474762.33,1.43,54.47,38,42.25,78.6,4,19.74,458527.86,Medium,Across develop put first group.,Quality rise kind society benefit fast.,4596.93,42.31
2584b130,Lee Inc,Armenia,2019,4434.83,349.1,1591413.37,43.34,36214634.11,5781060.07,2.61,61.27,24,29.06,89.98,2,41.51,334320.48,Medium,Blue adult view soon central science both.,Thing land option little investment.,1668.41,61.3
d7ad9ec5,Stone LLC,Cambodia,2021,3841.33,387.81,4528942.77,38.62,23630958.48,3628095.68,4.2,54.25,6,19.45,99.27,2,41.84,392686.72,Low,Voice wear sister environment threat.,Above American meet president meet.,4344.27,69.08
e9deddb6,"Wilcox, Caldwell and Harris",Uruguay,2023,3773.44,707.73,939866.67,76.84,2429579.28,2414095.79,5.34,79.05,22,84.41,78.14,1,40.67,329691.66,High,Write out though itself into necessary find.,Order resource easy live.,2512.93,77.06
fc04c573,Ruiz and Sons,Malta,2015,4620.18,932.79,2533853.01,22.57,29523788.11,17940379.06,6.96,89.2,15,39.74,75.38,1,49.47,121005.17,Low,Sister capital have serious church energy.,Worker less owner cell region necessary.,1982.53,44.92
ba13c4cf,"Mcmahon, Matthews and Flynn",Malawi,2017,1125.72,890.1,3242544.13,98.37,4032942.13,13198485.7,1.55,17.47,7,66.17,77.23,1,34.05,477008.03,Medium,Official family check.,Would message expert indeed market.,4356.41,58.31
67f3fb76,"Gardner, Castro and Guzman",United Arab Emirates,2019,1800.38,189.76,4044721.49,49.02,24858765.18,1736312.71,4.54,96.16,45,76.46,79.17,4,43.83,263739.79,Low,Dream use risk.,Forget employee day contain play tend.,806.01,71.75
4f236e90,"Nash, Gonzalez and Lewis",Algeria,2017,511.37,157.15,2412509.18,74.3,6828247.1,11369610.42,1.06,40.23,35,15.99,90.73,5,26.47,72285.95,Medium,Actually cold call black color join commercial.,Mind year ever well together some war.,2254.36,75.7
e9d0a892,Parsons-Smith,Cayman Islands,2017,4675.37,755.53,2300820.12,17.03,12804722.15,13157576.19,5.14,12.37,21,22.34,73.83,1,13.32,82982.22,Low,To huge president now debate end.,Appear policy college carry.,2937.27,97.66
d8b4ff7d,Berger-Bowers,Niue,2019,2362.78,226.78,453597.72,38.23,23120006.68,19232237.53,5.78,43.15,21,78.19,86.39,4,10.9,218810.31,High,Give visit item cause top.,Girl miss practice contain.,2111.51,19.08
18c14ad2,Navarro Group,Mali,2016,3572.85,290.92,2341767.28,32.53,45650180.97,19185423.62,3.21,92.25,18,35.81,89.47,5,32.07,339419.6,Medium,Mrs Mr improve current arm direction successful.,Seem same lawyer especially performance stage.,2395.04,78.27
0ef0e048,Bennett LLC,Saint Helena,2022,1887.61,382.66,4426900.0,51.38,43240957.57,2779569.11,3.91,64.02,2,15.93,72.85,5,37.06,472855.11,Medium,Lay last education pay you avoid message.,Realize offer statement sea.,2251.61,9.5
cf1b386b,"Young, Todd and Shaffer",Kenya,2022,2910.27,245.16,1627901.17,93.18,22592711.21,10826525.56,8.14,90.36,40,80.8,91.51,2,32.45,155041.32,High,Voice hit piece.,Offer recently late already I fly.,2003.54,52.99
f06d1ca6,Richardson-Richards,Tonga,2022,4036.06,270.39,1165939.6,83.34,21811095.01,18248150.82,9.02,64.04,23,85.15,70.47,4,13.6,174685.69,Low,Or medical almost list throw decide.,Consumer from international tree.,2080.65,21.71
7dc81625,Wood Ltd,Iraq,2023,4151.47,327.13,3078699.41,68.82,33952226.1,19621263.75,4.15,55.6,30,10.28,85.46,4,21.23,118056.48,Low,Right always future.,Catch contain edge point eight.,2836.56,8.43
b3493775,Valenzuela Group,Guernsey,2023,3101.01,572.11,2913959.79,29.35,25672649.29,16964458.55,7.52,17.01,19,66.57,81.5,4,23.09,160044.28,Low,Different leader happy hit fast.,Control ago city wish increase speak bank stage.,2571.07,86.84
8266edfe,Torres and Sons,United States Virgin Islands,2023,4091.2,721.94,3596256.84,62.67,5687395.83,1623242.39,5.34,21.09,3,9.03,88.54,5,45.25,49396.77,High,Catch dream white network position quickly yourself.,Positive peace hundred.,960.26,50.12
247ae143,Bell Group,Slovakia (Slovak Republic),2019,4662.11,397.55,757791.86,64.16,44423300.64,1101581.04,1.18,65.91,43,83.37,91.09,1,40.38,157788.56,Low,Sound away such week population front civil.,Now myself my direction best career include.,3189.5,62.46
d225a593,Neal and Sons,Cocos (Keeling) Islands,2021,2640.68,814.28,2888404.53,76.98,25119985.75,13761576.58,6.28,6.35,34,76.6,99.03,5,30.2,454167.47,Medium,Market interest gas involve.,Probably position social energy once.,3561.44,44.23
eb2b1ca1,Arnold LLC,Croatia,2023,1387.92,889.58,1601098.9,47.92,15533930.24,6275483.66,9.8,2.51,10,4.18,77.44,1,10.03,420075.67,Medium,Beyond information factor like box down.,Summer investment which identify soldier create cost information.,1302.44,14.72
773f2d8a,Cox Ltd,Guam,2022,4582.56,336.29,752117.8,40.99,29220694.69,12726706.71,5.38,18.82,32,29.56,90.96,2,24.94,497600.9,Medium,Really out pressure they.,Participant sell body create artist remain.,1663.85,37.77
38b4c628,Brown Group,Turks and Caicos Islands,2022,3141.81,821.23,2360032.43,72.43,43308521.67,6025340.61,2.66,63.65,46,62.26,85.55,2,13.91,92437.72,Medium,Police song law outside hope perhaps.,Care easy successful course best sea time kind.,3222.44,84.34
bc1d4265,"Rodriguez, Mason and Baker",Mali,2020,1728.28,910.94,2870422.78,54.87,12022055.91,17416821.77,8.28,72.96,10,15.91,76.26,2,40.49,324941.56,High,Note end true she other lead left still.,Later necessary attorney game allow same hope break.,3009.2,94.12
b57392a6,"Moore, Crawford and Gonzalez",Israel,2015,2528.77,719.46,2947951.57,52.68,28817969.6,11127301.17,7.19,42.34,21,96.47,93.28,1,44.6,313590.83,Medium,Inside score leave still movement.,Old real cell attack he religious personal work.,3803.03,98.88
777a90ae,"Rivera, Durham and Fox",United States of America,2020,4611.98,995.45,2097235.97,73.14,35641186.31,5266651.33,1.42,63.5,10,73.13,93.04,1,42.15,22303.73,High,Require well other necessary you any.,Tree end experience science style meeting.,2900.4,49.27
6f690b6d,Powers-Miles,Iran,2019,1571.13,236.47,856214.24,58.98,33258387.67,4477002.76,3.83,19.19,43,13.26,86.31,5,27.43,111713.42,Medium,Make choose full enter.,One ahead however protect economy meet.,4410.37,13.79
cc626144,"Moore, Perkins and Carlson",Palau,2022,3690.79,528.95,1592310.41,82.33,13306390.86,10682041.82,8.71,13.95,27,95.05,72.89,4,42.86,234632.37,Medium,Party commercial method design decision hope.,Everybody me claim learn color wall PM.,2850.17,38.83
